locus_tag	ftype	length_bp	gene	EC_number	COG	product
AFKFBACJ_03026	gene	132				
AFKFBACJ_03026	CDS	132				hypothetical protein
AFKFBACJ_03027	gene	144				
AFKFBACJ_03027	CDS	144				hypothetical protein
AFKFBACJ_03028	gene	225				
AFKFBACJ_03028	CDS	225				hypothetical protein
AFKFBACJ_03029	gene	450	exbD_5			
AFKFBACJ_03029	CDS	450	exbD_5		COG0848	Biopolymer transport protein ExbD
AFKFBACJ_03030	gene	696				
AFKFBACJ_03030	CDS	696				hypothetical protein
AFKFBACJ_03031	gene	432				
AFKFBACJ_03031	CDS	432				hypothetical protein
AFKFBACJ_03032	gene	336				
AFKFBACJ_03032	CDS	336				hypothetical protein
AFKFBACJ_03033	gene	1935	kup_2			
AFKFBACJ_03033	CDS	1935	kup_2			Low affinity potassium transport system protein kup
AFKFBACJ_03034	gene	1107				
AFKFBACJ_03034	CDS	1107				hypothetical protein
AFKFBACJ_03035	gene	297				
AFKFBACJ_03035	CDS	297				hypothetical protein
AFKFBACJ_03036	gene	390				
AFKFBACJ_03036	CDS	390				hypothetical protein
AFKFBACJ_03037	gene	996				
AFKFBACJ_03037	CDS	996				hypothetical protein
AFKFBACJ_03038	gene	801				
AFKFBACJ_03038	CDS	801				hypothetical protein
AFKFBACJ_03039	gene	291	ilvC			
AFKFBACJ_03039	CDS	291	ilvC	1.1.1.86		Ketol-acid reductoisomerase (NADP(+))
AFKFBACJ_03040	gene	213				
AFKFBACJ_03040	CDS	213				hypothetical protein
AFKFBACJ_03041	gene	2451				
AFKFBACJ_03041	CDS	2451				hypothetical protein
AFKFBACJ_03042	gene	228				
AFKFBACJ_03042	CDS	228				hypothetical protein
AFKFBACJ_03043	gene	786	paaF_1			
AFKFBACJ_03043	CDS	786	paaF_1	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
AFKFBACJ_03044	gene	786	carB			
AFKFBACJ_03044	CDS	786	carB	2.3.1.226		Carboxymethylproline synthase
AFKFBACJ_03045	gene	771				
AFKFBACJ_03045	CDS	771				hypothetical protein
AFKFBACJ_03046	gene	666				
AFKFBACJ_03046	CDS	666				hypothetical protein
AFKFBACJ_03047	gene	945	hcaR_3			
AFKFBACJ_03047	CDS	945	hcaR_3			Hca operon transcriptional activator HcaR
AFKFBACJ_03048	gene	234				
AFKFBACJ_03048	CDS	234				hypothetical protein
AFKFBACJ_03049	gene	198				
AFKFBACJ_03049	CDS	198				hypothetical protein
AFKFBACJ_03050	gene	474				
AFKFBACJ_03050	CDS	474		4.2.1.150	COG1024	Crotonyl-CoA hydratase
AFKFBACJ_03051	gene	2712	dnaE2_2			
AFKFBACJ_03051	CDS	2712	dnaE2_2	2.7.7.7		Error-prone DNA polymerase
AFKFBACJ_03052	gene	558				
AFKFBACJ_03052	CDS	558		1.-.-.-	COG0431	NAD(P)H-dependent FMN reductase
AFKFBACJ_03053	gene	1047	yahK_2			
AFKFBACJ_03053	CDS	1047	yahK_2	1.1.1.2	COG1064	Aldehyde reductase YahK
AFKFBACJ_03054	gene	627	msrA_2			
AFKFBACJ_03054	CDS	627	msrA_2	1.8.4.11		Peptide methionine sulfoxide reductase MsrA
AFKFBACJ_03055	gene	288				
AFKFBACJ_03055	CDS	288				hypothetical protein
AFKFBACJ_03056	gene	1680				
AFKFBACJ_03056	CDS	1680		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
AFKFBACJ_03057	gene	723	nrgA			
AFKFBACJ_03057	CDS	723	nrgA			Ammonium transporter
AFKFBACJ_03058	gene	717				
AFKFBACJ_03058	CDS	717				hypothetical protein
AFKFBACJ_03059	gene	447				
AFKFBACJ_03059	CDS	447				hypothetical protein
AFKFBACJ_03060	gene	372				
AFKFBACJ_03060	CDS	372			COG0640	HTH-type transcriptional regulator
AFKFBACJ_03061	gene	2334				
AFKFBACJ_03061	CDS	2334				hypothetical protein
AFKFBACJ_03062	gene	2091	malQ			
AFKFBACJ_03062	CDS	2091	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
AFKFBACJ_03063	gene	525				
AFKFBACJ_03063	CDS	525				hypothetical protein
AFKFBACJ_03064	gene	849	ped			
AFKFBACJ_03064	CDS	849	ped	1.1.1.311		(S)-1-Phenylethanol dehydrogenase
AFKFBACJ_03065	gene	1170				
AFKFBACJ_03065	CDS	1170				putative protein
AFKFBACJ_03066	gene	741	xylB			
AFKFBACJ_03066	CDS	741	xylB	2.7.1.17	COG1070	Xylulose kinase
AFKFBACJ_03067	gene	1527				
AFKFBACJ_03067	CDS	1527				hypothetical protein
AFKFBACJ_03068	gene	579				
AFKFBACJ_03068	CDS	579				hypothetical protein
AFKFBACJ_03069	gene	393				
AFKFBACJ_03069	CDS	393				hypothetical protein
AFKFBACJ_03070	gene	498	antB			
AFKFBACJ_03070	CDS	498	antB	1.14.12.1	COG5517	Anthranilate 1,2-dioxygenase small subunit
AFKFBACJ_03071	gene	828				
AFKFBACJ_03071	CDS	828		4.2.1.17	COG1024	putative enoyl-CoA hydratase echA12
AFKFBACJ_03072	gene	732	fabG_4			
AFKFBACJ_03072	CDS	732	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
AFKFBACJ_03073	gene	1035	mltG_2			
AFKFBACJ_03073	CDS	1035	mltG_2	4.2.2.-	COG1559	Endolytic murein transglycosylase
AFKFBACJ_03074	gene	831	pabC_2			
AFKFBACJ_03074	CDS	831	pabC_2	4.1.3.38	COG0115	Aminodeoxychorismate lyase
AFKFBACJ_03075	gene	888	pabB_2			
AFKFBACJ_03075	CDS	888	pabB_2	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
AFKFBACJ_03076	gene	513	mutL_2			
AFKFBACJ_03076	CDS	513	mutL_2		COG0323	DNA mismatch repair protein MutL
AFKFBACJ_03077	gene	552				
AFKFBACJ_03077	CDS	552				hypothetical protein
AFKFBACJ_03078	gene	540	lspA_2			
AFKFBACJ_03078	CDS	540	lspA_2	3.4.23.36	COG0597	Lipoprotein signal peptidase
AFKFBACJ_03079	gene	873	ileS_2			
AFKFBACJ_03079	CDS	873	ileS_2	6.1.1.5	COG0060	Isoleucine--tRNA ligase
AFKFBACJ_03080	gene	1206				
AFKFBACJ_03080	CDS	1206				hypothetical protein
AFKFBACJ_03081	gene	207				
AFKFBACJ_03081	CDS	207				hypothetical protein
AFKFBACJ_03082	gene	705				
AFKFBACJ_03082	CDS	705				hypothetical protein
AFKFBACJ_03083	gene	387				
AFKFBACJ_03083	CDS	387				hypothetical protein
AFKFBACJ_03084	gene	867	algC			
AFKFBACJ_03084	CDS	867	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
AFKFBACJ_03085	gene	786	strE			
AFKFBACJ_03085	CDS	786	strE	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
AFKFBACJ_03086	gene	126				
AFKFBACJ_03086	CDS	126				hypothetical protein
AFKFBACJ_03087	gene	1065	ctaA_1			
AFKFBACJ_03087	CDS	1065	ctaA_1	1.3.-.-		Heme A synthase
AFKFBACJ_03088	gene	261				
AFKFBACJ_03088	CDS	261				hypothetical protein
AFKFBACJ_03089	gene	177				
AFKFBACJ_03089	CDS	177				hypothetical protein
AFKFBACJ_03090	gene	1095				
AFKFBACJ_03090	CDS	1095				hypothetical protein
AFKFBACJ_03091	gene	516				
AFKFBACJ_03091	CDS	516				hypothetical protein
AFKFBACJ_03092	gene	555				
AFKFBACJ_03092	CDS	555				hypothetical protein
AFKFBACJ_03093	gene	1278	rnr_1			
AFKFBACJ_03093	CDS	1278	rnr_1	3.1.13.1	COG0557	Ribonuclease R
AFKFBACJ_03094	gene	1536				
AFKFBACJ_03094	CDS	1536				hypothetical protein
AFKFBACJ_03095	gene	261				
AFKFBACJ_03095	CDS	261				hypothetical protein
AFKFBACJ_03096	gene	957				
AFKFBACJ_03096	CDS	957				hypothetical protein
AFKFBACJ_03097	gene	1386	sctC			
AFKFBACJ_03097	CDS	1386	sctC			Type 3 secretion system secretin
AFKFBACJ_03098	gene	237				
AFKFBACJ_03098	CDS	237				hypothetical protein
AFKFBACJ_03099	gene	1101	dnaN			
AFKFBACJ_03099	CDS	1101	dnaN		COG0592	Beta sliding clamp
AFKFBACJ_03100	gene	936	dnaA			
AFKFBACJ_03100	CDS	936	dnaA		COG0593	Chromosomal replication initiator protein DnaA
AFKFBACJ_03101	gene	378				
AFKFBACJ_03101	CDS	378				hypothetical protein
AFKFBACJ_03102	gene	219				
AFKFBACJ_03102	CDS	219				hypothetical protein
AFKFBACJ_03103	gene	366	mdtA_8			
AFKFBACJ_03103	CDS	366	mdtA_8			Multidrug resistance protein MdtA
AFKFBACJ_03104	gene	912				
AFKFBACJ_03104	CDS	912				hypothetical protein
AFKFBACJ_03105	gene	1161	envC_2			
AFKFBACJ_03105	CDS	1161	envC_2		COG4942	Murein hydrolase activator EnvC
AFKFBACJ_03106	gene	1047				
AFKFBACJ_03106	CDS	1047				hypothetical protein
AFKFBACJ_03107	gene	1560				
AFKFBACJ_03107	CDS	1560				hypothetical protein
AFKFBACJ_03108	gene	474				
AFKFBACJ_03108	CDS	474				hypothetical protein
AFKFBACJ_03109	gene	792				
AFKFBACJ_03109	CDS	792				hypothetical protein
AFKFBACJ_03110	gene	138				
AFKFBACJ_03110	CDS	138				hypothetical protein
AFKFBACJ_03111	gene	201				
AFKFBACJ_03111	CDS	201				hypothetical protein
AFKFBACJ_03112	gene	183				
AFKFBACJ_03112	CDS	183				hypothetical protein
AFKFBACJ_03113	gene	918				
AFKFBACJ_03113	CDS	918				hypothetical protein
AFKFBACJ_03114	gene	843				
AFKFBACJ_03114	CDS	843				hypothetical protein
AFKFBACJ_03115	gene	774				
AFKFBACJ_03115	CDS	774				hypothetical protein
AFKFBACJ_03116	gene	144				
AFKFBACJ_03116	CDS	144				hypothetical protein
AFKFBACJ_03117	gene	279				
AFKFBACJ_03117	CDS	279				hypothetical protein
AFKFBACJ_03118	gene	1833	yhcR_1			
AFKFBACJ_03118	CDS	1833	yhcR_1	3.1.31.-	COG0737	Endonuclease YhcR
AFKFBACJ_03119	gene	480	tsaE_2			
AFKFBACJ_03119	CDS	480	tsaE_2		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
AFKFBACJ_03120	gene	1482	nnr_2			
AFKFBACJ_03120	CDS	1482	nnr_2		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
AFKFBACJ_03121	gene	120	ftsY			
AFKFBACJ_03121	CDS	120	ftsY			Signal recognition particle receptor FtsY
AFKFBACJ_03122	gene	708	ftsE			
AFKFBACJ_03122	CDS	708	ftsE		COG2884	Cell division ATP-binding protein FtsE
AFKFBACJ_03123	gene	1131				
AFKFBACJ_03123	CDS	1131				hypothetical protein
AFKFBACJ_03124	gene	1716	lgrB			
AFKFBACJ_03124	CDS	1716	lgrB			Linear gramicidin synthase subunit B
AFKFBACJ_03125	gene	207				
AFKFBACJ_03125	CDS	207				hypothetical protein
AFKFBACJ_03126	gene	276				
AFKFBACJ_03126	CDS	276				hypothetical protein
AFKFBACJ_03127	gene	180				
AFKFBACJ_03127	CDS	180				hypothetical protein
AFKFBACJ_03128	gene	1287				
AFKFBACJ_03128	CDS	1287				hypothetical protein
AFKFBACJ_03129	gene	423	patZ			
AFKFBACJ_03129	CDS	423	patZ	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase PatZ
AFKFBACJ_03130	gene	1434	clsA			
AFKFBACJ_03130	CDS	1434	clsA	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
AFKFBACJ_03131	gene	564	gbsA			
AFKFBACJ_03131	CDS	564	gbsA	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
AFKFBACJ_03132	gene	681				
AFKFBACJ_03132	CDS	681				hypothetical protein
AFKFBACJ_03133	gene	165	rubA			
AFKFBACJ_03133	CDS	165	rubA		COG1773	Rubredoxin
AFKFBACJ_03134	gene	1206	fadA_2			
AFKFBACJ_03134	CDS	1206	fadA_2	2.3.1.-	COG0183	Putative acyltransferase
AFKFBACJ_03135	gene	312				
AFKFBACJ_03135	CDS	312				hypothetical protein
AFKFBACJ_03136	gene	195				
AFKFBACJ_03136	CDS	195				hypothetical protein
AFKFBACJ_03137	gene	915	mltF_4			
AFKFBACJ_03137	CDS	915	mltF_4	4.2.2.-		Membrane-bound lytic murein transglycosylase F
AFKFBACJ_03138	gene	810	bkdC			
AFKFBACJ_03138	CDS	810	bkdC	2.3.1.168	COG0508	Dihydrolipoyllysine-residue acyltransferase component of branched-chain alpha-ketoacid dehydrogenase complex
AFKFBACJ_03139	gene	705				
AFKFBACJ_03139	CDS	705				hypothetical protein
AFKFBACJ_03140	gene	966				
AFKFBACJ_03140	CDS	966				hypothetical protein
AFKFBACJ_03141	gene	1488	tamB_2			
AFKFBACJ_03141	CDS	1488	tamB_2		COG2911	Translocation and assembly module subunit TamB
AFKFBACJ_03142	gene	300				
AFKFBACJ_03142	CDS	300				hypothetical protein
AFKFBACJ_03143	gene	234				
AFKFBACJ_03143	CDS	234				hypothetical protein
AFKFBACJ_03144	gene	1833				
AFKFBACJ_03144	CDS	1833				hypothetical protein
AFKFBACJ_03145	gene	177				
AFKFBACJ_03145	CDS	177				hypothetical protein
AFKFBACJ_03146	gene	531				
AFKFBACJ_03146	CDS	531		1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
AFKFBACJ_03147	gene	810	fadB_3			
AFKFBACJ_03147	CDS	810	fadB_3	4.2.1.17	COG1024	putative enoyl-CoA hydratase
AFKFBACJ_03148	gene	591				
AFKFBACJ_03148	CDS	591		2.3.1.-	COG1670	Acetyltransferase
AFKFBACJ_03149	gene	720				
AFKFBACJ_03149	CDS	720				hypothetical protein
AFKFBACJ_03150	gene	1071				
AFKFBACJ_03150	CDS	1071				hypothetical protein
AFKFBACJ_03151	gene	1674				
AFKFBACJ_03151	CDS	1674				hypothetical protein
AFKFBACJ_03152	gene	1047	virS_4			
AFKFBACJ_03152	CDS	1047	virS_4			HTH-type transcriptional regulator VirS
AFKFBACJ_03153	gene	339				
AFKFBACJ_03153	CDS	339				hypothetical protein
AFKFBACJ_03154	gene	384				
AFKFBACJ_03154	CDS	384				hypothetical protein
AFKFBACJ_03155	gene	867				
AFKFBACJ_03155	CDS	867				hypothetical protein
AFKFBACJ_03156	gene	912	mak_2			
AFKFBACJ_03156	CDS	912	mak_2	2.7.1.4	COG1940	Fructokinase
AFKFBACJ_03157	gene	522				
AFKFBACJ_03157	CDS	522				hypothetical protein
AFKFBACJ_03158	gene	918	gluQ_2			
AFKFBACJ_03158	CDS	918	gluQ_2	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
AFKFBACJ_03159	gene	141				
AFKFBACJ_03159	CDS	141			COG0346	Virulence protein
AFKFBACJ_03160	gene	432				
AFKFBACJ_03160	CDS	432				hypothetical protein
AFKFBACJ_03161	gene	1485	stp_3			
AFKFBACJ_03161	CDS	1485	stp_3			Multidrug resistance protein Stp
AFKFBACJ_03162	gene	1674	fadD			
AFKFBACJ_03162	CDS	1674	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
AFKFBACJ_03163	gene	936				
AFKFBACJ_03163	CDS	936				hypothetical protein
AFKFBACJ_03164	gene	174				
AFKFBACJ_03164	CDS	174		1.18.1.2	COG0492	Ferredoxin--NADP reductase
AFKFBACJ_03165	gene	333				
AFKFBACJ_03165	CDS	333				hypothetical protein
AFKFBACJ_03166	gene	1632	pgm			
AFKFBACJ_03166	CDS	1632	pgm	5.4.2.2	COG0033	Phosphoglucomutase
AFKFBACJ_03167	gene	576	rssA			
AFKFBACJ_03167	CDS	576	rssA	2.7.13.3		Swarming motility regulation sensor protein RssA
AFKFBACJ_03168	gene	969	nudC_2			
AFKFBACJ_03168	CDS	969	nudC_2	3.6.1.22		NADH pyrophosphatase
AFKFBACJ_03169	gene	486				
AFKFBACJ_03169	CDS	486				hypothetical protein
AFKFBACJ_03170	gene	585				
AFKFBACJ_03170	CDS	585				hypothetical protein
AFKFBACJ_03171	gene	855	ytnP			
AFKFBACJ_03171	CDS	855	ytnP	3.1.1.-	COG0491	putative quorum-quenching lactonase YtnP
AFKFBACJ_03172	gene	474				
AFKFBACJ_03172	CDS	474				hypothetical protein
AFKFBACJ_03173	gene	174				
AFKFBACJ_03173	CDS	174				hypothetical protein
AFKFBACJ_03174	gene	204				
AFKFBACJ_03174	CDS	204				hypothetical protein
AFKFBACJ_03175	gene	849	metN_4			
AFKFBACJ_03175	CDS	849	metN_4	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
AFKFBACJ_03176	gene	1119				
AFKFBACJ_03176	CDS	1119				hypothetical protein
AFKFBACJ_03177	gene	639	livH			
AFKFBACJ_03177	CDS	639	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
AFKFBACJ_03178	gene	1587	stp_4			
AFKFBACJ_03178	CDS	1587	stp_4			Multidrug resistance protein Stp
AFKFBACJ_03179	gene	417	panB			
AFKFBACJ_03179	CDS	417	panB	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
AFKFBACJ_03180	gene	855	panC			
AFKFBACJ_03180	CDS	855	panC	6.3.2.1	COG0414	Pantothenate synthetase
AFKFBACJ_03181	gene	432	panD_2			
AFKFBACJ_03181	CDS	432	panD_2	4.1.1.11		Aspartate 1-decarboxylase
AFKFBACJ_03182	gene	645				
AFKFBACJ_03182	CDS	645				hypothetical protein
AFKFBACJ_03183	gene	615				
AFKFBACJ_03183	CDS	615				hypothetical protein
AFKFBACJ_03184	gene	390				
AFKFBACJ_03184	CDS	390				hypothetical protein
AFKFBACJ_03185	gene	1536				
AFKFBACJ_03185	CDS	1536				hypothetical protein
AFKFBACJ_03186	gene	396				
AFKFBACJ_03186	CDS	396				hypothetical protein
AFKFBACJ_03187	gene	1119				
AFKFBACJ_03187	CDS	1119				hypothetical protein
AFKFBACJ_03188	gene	876				
AFKFBACJ_03188	CDS	876				hypothetical protein
AFKFBACJ_03189	gene	252				
AFKFBACJ_03189	CDS	252				hypothetical protein
AFKFBACJ_03190	gene	822	mlaF_2			
AFKFBACJ_03190	CDS	822	mlaF_2	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
AFKFBACJ_03191	gene	654	lipB_2			
AFKFBACJ_03191	CDS	654	lipB_2	2.3.1.181	COG0321	Octanoyltransferase
AFKFBACJ_03192	gene	276				
AFKFBACJ_03192	CDS	276				hypothetical protein
AFKFBACJ_03193	gene	399	dacA_2			
AFKFBACJ_03193	CDS	399	dacA_2	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
AFKFBACJ_03194	gene	1041	argJ			
AFKFBACJ_03194	CDS	1041	argJ			Arginine biosynthesis bifunctional protein ArgJ
AFKFBACJ_03195	gene	309	ARG7			
AFKFBACJ_03195	CDS	309	ARG7	2.3.1.1		Arginine biosynthesis bifunctional protein ArgJ, chloroplastic
AFKFBACJ_03196	gene	363	secA			
AFKFBACJ_03196	CDS	363	secA		COG0653	Protein translocase subunit SecA
AFKFBACJ_03197	gene	207				
AFKFBACJ_03197	CDS	207				hypothetical protein
AFKFBACJ_03198	gene	276				
AFKFBACJ_03198	CDS	276				hypothetical protein
AFKFBACJ_03199	gene	1362	gloB_2			
AFKFBACJ_03199	CDS	1362	gloB_2	3.1.2.6		Hydroxyacylglutathione hydrolase
AFKFBACJ_03200	gene	426				
AFKFBACJ_03200	CDS	426		1.14.-.-	COG2124	Putative cytochrome P450 136
AFKFBACJ_03201	gene	681				
AFKFBACJ_03201	CDS	681				hypothetical protein
AFKFBACJ_03202	gene	1245				
AFKFBACJ_03202	CDS	1245				hypothetical protein
AFKFBACJ_03203	gene	189				
AFKFBACJ_03203	CDS	189				hypothetical protein
AFKFBACJ_03204	gene	147				
AFKFBACJ_03204	CDS	147				hypothetical protein
AFKFBACJ_03205	gene	180				
AFKFBACJ_03205	CDS	180				hypothetical protein
AFKFBACJ_03206	gene	267				
AFKFBACJ_03206	CDS	267				hypothetical protein
AFKFBACJ_03207	gene	1266	pal_12			
AFKFBACJ_03207	CDS	1266	pal_12			Peptidoglycan-associated lipoprotein
AFKFBACJ_03208	gene	2757				
AFKFBACJ_03208	CDS	2757		2.7.1.8		Glucosamine kinase
AFKFBACJ_03209	gene	1032				
AFKFBACJ_03209	CDS	1032				hypothetical protein
AFKFBACJ_03210	gene	1056				
AFKFBACJ_03210	CDS	1056				hypothetical protein
AFKFBACJ_03211	gene	153				
AFKFBACJ_03211	CDS	153				hypothetical protein
AFKFBACJ_03212	gene	375				
AFKFBACJ_03212	CDS	375				hypothetical protein
AFKFBACJ_03213	gene	1113				
AFKFBACJ_03213	CDS	1113				hypothetical protein
AFKFBACJ_03214	gene	89				
AFKFBACJ_03214	tRNA	89				tRNA-Arg(gcg)
AFKFBACJ_03215	gene	1512				
AFKFBACJ_03215	CDS	1512		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
AFKFBACJ_03216	gene	855	hcaB_6			
AFKFBACJ_03216	CDS	855	hcaB_6	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
AFKFBACJ_03217	gene	2343	yfhM			
AFKFBACJ_03217	CDS	2343	yfhM		COG2373	Alpha-2-macroglobulin
AFKFBACJ_03218	gene	1701				
AFKFBACJ_03218	CDS	1701				hypothetical protein
AFKFBACJ_03219	gene	1002	pheS			
AFKFBACJ_03219	CDS	1002	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
AFKFBACJ_03220	gene	1008	kshA_4			
AFKFBACJ_03220	CDS	1008	kshA_4	1.14.13.-		putative 3-ketosteroid-9-alpha-monooxygenase, oxygenase component
AFKFBACJ_03221	gene	318	ddmB_2			
AFKFBACJ_03221	CDS	318	ddmB_2			Dicamba O-demethylase, ferredoxin component
AFKFBACJ_03222	gene	1098	adiC			
AFKFBACJ_03222	CDS	1098	adiC		COG0531	Arginine/agmatine antiporter
AFKFBACJ_03223	gene	258	rpmA			
AFKFBACJ_03223	CDS	258	rpmA		COG0211	50S ribosomal protein L27
AFKFBACJ_03224	gene	315	rplU			
AFKFBACJ_03224	CDS	315	rplU		COG0261	50S ribosomal protein L21
AFKFBACJ_03225	gene	930	panE			
AFKFBACJ_03225	CDS	930	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
AFKFBACJ_03226	gene	192				
AFKFBACJ_03226	CDS	192				hypothetical protein
AFKFBACJ_03227	gene	1032	rhaS_6			
AFKFBACJ_03227	CDS	1032	rhaS_6			HTH-type transcriptional activator RhaS
AFKFBACJ_03228	gene	141				
AFKFBACJ_03228	CDS	141				hypothetical protein
AFKFBACJ_03229	gene	183				
AFKFBACJ_03229	CDS	183				hypothetical protein
AFKFBACJ_03230	gene	252				
AFKFBACJ_03230	CDS	252				hypothetical protein
AFKFBACJ_03231	gene	477				
AFKFBACJ_03231	CDS	477				hypothetical protein
AFKFBACJ_03232	gene	705				
AFKFBACJ_03232	CDS	705				hypothetical protein
AFKFBACJ_03233	gene	1176				
AFKFBACJ_03233	CDS	1176				hypothetical protein
AFKFBACJ_03234	gene	810	ssuA_2			
AFKFBACJ_03234	CDS	810	ssuA_2			Putative aliphatic sulfonates-binding protein
AFKFBACJ_03235	gene	1734				
AFKFBACJ_03235	CDS	1734				hypothetical protein
AFKFBACJ_03236	gene	687				
AFKFBACJ_03236	CDS	687				hypothetical protein
AFKFBACJ_03237	gene	939	hcaR_4			
AFKFBACJ_03237	CDS	939	hcaR_4			Hca operon transcriptional activator HcaR
AFKFBACJ_03238	gene	246				
AFKFBACJ_03238	CDS	246				hypothetical protein
AFKFBACJ_03239	gene	198				
AFKFBACJ_03239	CDS	198				hypothetical protein
AFKFBACJ_03240	gene	2325				
AFKFBACJ_03240	CDS	2325				hypothetical protein
AFKFBACJ_03241	gene	825				
AFKFBACJ_03241	CDS	825				hypothetical protein
AFKFBACJ_03242	gene	1320				
AFKFBACJ_03242	CDS	1320				hypothetical protein
AFKFBACJ_03243	gene	852				
AFKFBACJ_03243	CDS	852				ISL3 family transposase ISMex24
AFKFBACJ_03244	gene	894				
AFKFBACJ_03244	CDS	894				IS3 family transposase ISMdi5
AFKFBACJ_03245	gene	294				
AFKFBACJ_03245	CDS	294				hypothetical protein
AFKFBACJ_03246	gene	414				
AFKFBACJ_03246	CDS	414				hypothetical protein
AFKFBACJ_03247	gene	1392	zwf1			
AFKFBACJ_03247	CDS	1392	zwf1	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 1
AFKFBACJ_03248	gene	729				
AFKFBACJ_03248	CDS	729				hypothetical protein
AFKFBACJ_03249	gene	471	atpF_3			
AFKFBACJ_03249	CDS	471	atpF_3		COG0711	ATP synthase subunit b
AFKFBACJ_03250	gene	294	atpH_4			
AFKFBACJ_03250	CDS	294	atpH_4			ATP synthase subunit c
AFKFBACJ_03251	gene	843	atpB_3			
AFKFBACJ_03251	CDS	843	atpB_3		COG0356	ATP synthase subunit a
AFKFBACJ_03252	gene	372				
AFKFBACJ_03252	CDS	372				hypothetical protein
AFKFBACJ_03253	gene	309	parB_3			
AFKFBACJ_03253	CDS	309	parB_3		COG1475	putative chromosome-partitioning protein ParB
AFKFBACJ_03254	gene	996	dmlR_7			
AFKFBACJ_03254	CDS	996	dmlR_7			HTH-type transcriptional regulator DmlR
AFKFBACJ_03255	gene	522				
AFKFBACJ_03255	CDS	522				hypothetical protein
AFKFBACJ_03256	gene	213				
AFKFBACJ_03256	CDS	213				hypothetical protein
AFKFBACJ_03257	gene	531	egtD			
AFKFBACJ_03257	CDS	531	egtD	2.1.1.44	COG4301	Histidine N-alpha-methyltransferase
AFKFBACJ_03258	gene	915				
AFKFBACJ_03258	CDS	915				hypothetical protein
AFKFBACJ_03259	gene	330				
AFKFBACJ_03259	CDS	330				hypothetical protein
AFKFBACJ_03260	gene	474	trmL_2			
AFKFBACJ_03260	CDS	474	trmL_2	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
AFKFBACJ_03261	gene	942	btuD_2			
AFKFBACJ_03261	CDS	942	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
AFKFBACJ_03262	gene	735				
AFKFBACJ_03262	CDS	735				hypothetical protein
AFKFBACJ_03263	gene	504	emrB_4			
AFKFBACJ_03263	CDS	504	emrB_4			Multidrug export protein EmrB
AFKFBACJ_03264	gene	1263	tylN_3			
AFKFBACJ_03264	CDS	1263	tylN_3	2.4.1.317		O-mycaminosyltylonolide 6-deoxyallosyltransferase
AFKFBACJ_03265	gene	330				
AFKFBACJ_03265	CDS	330				hypothetical protein
AFKFBACJ_03266	gene	315				
AFKFBACJ_03266	CDS	315				hypothetical protein
AFKFBACJ_03267	gene	1041				
AFKFBACJ_03267	CDS	1041				hypothetical protein
AFKFBACJ_03268	gene	1887				
AFKFBACJ_03268	CDS	1887				hypothetical protein
AFKFBACJ_03269	gene	432				
AFKFBACJ_03269	CDS	432				IS110 family transposase ISWpi13
AFKFBACJ_03270	gene	264				
AFKFBACJ_03270	CDS	264				IS3 family transposase ISAzo18
AFKFBACJ_03271	gene	375				
AFKFBACJ_03271	CDS	375				hypothetical protein
AFKFBACJ_03272	gene	468				
AFKFBACJ_03272	CDS	468				hypothetical protein
AFKFBACJ_03273	gene	576	degQ			
AFKFBACJ_03273	CDS	576	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
AFKFBACJ_03274	gene	1173	metC			
AFKFBACJ_03274	CDS	1173	metC	4.4.1.13	COG0626	Cystathionine beta-lyase
AFKFBACJ_03275	gene	990				
